"url","id","title","price","currency","description","images","bedrooms","bathrooms","property_type","building_size","land_size","rooms","address","country_code","state","city","realtor_details","price_history","listing_status"
"https://www.realtor.com/realestateandhomes-detail/71-Firetower-Rd_Natchez_MS_39120_M71366-37830?lang=en","7136637830","71 Firetower Rd, Natchez, MS 39120",,"USD",,,,,"single_family","1406 sqft","43560 sqft","[""Total bath(s): 1""]","71 Firetower Rd, Natchez, MS 39120","USA","Mississippi","Natchez","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/1-Irving-Pl-Apt-P8C_New-York_NY_10003_M40691-49134","4069149134","1 Irving Pl Apt P8C, New York, NY 10003",,"USD",,,,,"condo","684 sqft","103700 sqft",[],"1 Irving Pl Apt P8C, New York, NY 10003","USA","New York","New York","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/20331-Eagle-Nest-Fls_Katy_TX_77449_M80421-40466","8042140466","20331 Eagle Nest Fls, Katy, TX 77449",,"USD","See sales history and home details for 20331 Eagle Nest Fls, Katy, TX 77449, a 3 bed, 2 bath, 1,828 Sq. Ft. single family home built in 1995 that was last sold on 07/31/2001.",,3,2,"single_family","1828 sqft","6038 sqft","[""Total bath(s): 2"",""Total full bath(s): 2"",""Total bedroom(s): 3"",""Total rooms: 6""]","20331 Eagle Nest Fls, Katy, TX 77449","USA","Texas","Katy","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/4295-SW-97th-Ct_Miami_FL_33165_M54999-68451?lang=en","5499968451","4295 SW 97th Ct, Miami, FL 33165",650000,"USD","Welcome to an exceptional opportunity in the sought-after Olympia/Miller Heights neighborhood! This charming home invites you to experience the best of Westchester living. A canvas for your creativity, this property offers endless potential for customization and is priced to sell quickly. Enjoy peace of mind knowing it's in a non-special flood hazard area (Zone X). The spacious patio is perfect for a pool or parking your boat/RV. The converted carport can easily be reverted, with ample storage and a laundry room. Equipped with a reliable septic system and city gas, including a gas stove and a recently installed gas water heater, this home is designed for comfort. The washer n dryer are 3 years old, and the A/C was replaced in 2017.Schedule a showing today and let your imagination run free!","[""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2939466931s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m263871344s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1229596106s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m873392678s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1598057313s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2200505882s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2246405330s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3140016166s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m669315784s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3661949332s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1842843500s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3106167037s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1969413209s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m761464061s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2049625578s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1716616967s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1246096617s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1083229591s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1622730559s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3026663590s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3651037500s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m843400662s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1534772551s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m148365823s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1264880089s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3296220007s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2485957750s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1616012197s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2654438622s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m4264629656s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2431979616s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3123843441s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m4245090500s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2291646799s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m371243661s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1236980226s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3024131469s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2609825479s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3629450369s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m3769640387s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1586210671s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m2159866210s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m124565489s-w960_h720.jpg"",""https://ap.rdcpix.com/397f1e232c9e2060df79c60223fa7050l-m1715821495s-w960_h720.jpg""]",4,2,"single_family","1415 sqft","7841 sqft","[""Bedrooms: 4"",""Total Bathrooms: 2"",""Full Bathrooms: 2""]","4295 SW 97th Ct, Miami, FL 33165","USA","Florida","Miami","{""agency"":""EXP***alt***LLC***"",""agency_url"":null,""name"":""Natalia P*****s"",""phone_number"":""941***127***""}",,"Sold"
"https://www.realtor.com/realestateandhomes-detail/180-Old-Dixie-Hwy_Bowling-Green_FL_33834_M51984-99571","5198499571","180 Old Dixie Hwy, Bowling Green, FL 33834",139000,"USD","Investor or handyman special! This block home sits on a spacious corner lot and it is a great project to fix up to own, flip or rent. Don't wait to schedule your showing!","[""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m282574713s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m282574713s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m4132805381s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1873982417s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m2793070970s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m660774373s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1772655749s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m380429093s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m2275699929s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1802911886s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m3493679276s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1563508779s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1365518155s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1670537959s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m576413844s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m1140153717s-w960_h720.jpg"",""https://ap.rdcpix.com/8792fadb86b37b78e6442a03f3907f5fl-m395071296s-w960_h720.jpg""]",3,1,"single_family","1352 sqft","19166 sqft","[""Bedrooms: 3"",""Total Bathrooms: 1.00"",""Full Bathrooms: 1""]","180 Old Dixie Hwy, Bowling Green, FL 33834","USA","Florida","Bowling Green","{""agency"":""Hot***ori***Rea*********"",""agency_url"":null,""name"":""Maryann O***s"",""phone_number"":""863***454***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/207-Dogwood-St_Panama-City-Beach_FL_32407_M53298-30957?c=relo&f=listhub&s=BCARFL&lang=en","5329830957","207 Dogwood St, Panama City Beach, FL 32407",329900,"USD","UNDER CONTRACT TAKING BACK UPS. Wonderfully maintained 3Bd/2Ba beach house located in the Bahama Heights neighborhood. Home features brand new AC (2023), newer craftsman style kitchen with white cabinetry, granite countertops, SS appliances including a gas oven, modern wide plank hand scraped hard wood floors, all newer craftsman style windows, tile floors in both bathrooms. Other features: tankless water heater, recessed lighting, gas fire place, washer/dryer hookup, spacious fenced back yard, over-sized detached two-car garage, newer roof (2018). This home is minutes to the beach, college, Pier park, navy base, Publix sports park, shopping, dining & more! Perfect as a primary residence, vacay home or as investment property. No HOA. Flood zone X, which means flood insurance is not require","[""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m2002497008s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1218444711s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m502815051s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4249216925s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1110861359s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4212016383s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1991759517s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1478673784s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m3062737753s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m3487556587s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1912339471s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4130006045s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4295207s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m576172930s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4001002903s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m4157153611s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m124611880s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m3162610779s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m231671540s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1758777748s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m1802002416s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m2520650276s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m9036111s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m3950772060s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m3318377775s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m2779912084s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m2198260056s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m936326150s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m776737998s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m131650219s-w960_h720.jpg"",""https://ap.rdcpix.com/4ece9fec36e53d89a557b838b93ca3a7l-m2795929852s-w960_h720.jpg""]",3,2,"single_family","1457 sqft","7200 sqft","[""Bedrooms: 3"",""Total Bathrooms: 2"",""Full Bathrooms: 2""]","207 Dogwood St, Panama City Beach, FL 32407","USA","Florida","Panama City Beach","{""agency"":""KEL*** WI***AMS*********REA******"",""agency_url"":""htt***//h***sby*********com***"",""name"":""Maxim S***v"",""phone_number"":""850***031***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/920-County-Road-2263_Troy_AL_36079_M73419-64307?lang=en","7341964307","920 County Road 2263, Troy, AL 36079",625000,"USD",,"[""https://p.rdcpix.com/v02/l4b3e0244-m0s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m1s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m2s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m3s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m4s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m5s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m6s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m7s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m8s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m9s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m10s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m11s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m12s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m13s-w960_h720.jpg"",""https://p.rdcpix.com/v03/l4b3e0244-m14s-w960_h720.jpg"",""https://p.rdcpix.com/v02/l4b3e0244-m15s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l4b3e0244-m16s-w960_h720.jpg""]",,,"farm",,"7710120 sqft",[],"920 County Road 2263, Troy, AL 36079","USA","Alabama","Troy","{""agency"":""ADV***AGE***ALT***"",""agency_url"":null,""name"":null,""phone_number"":""334***990***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/1107-Olney-Dr_Columbus_OH_43227_M39929-25334","3992925334","1107 Olney Dr, Columbus, OH 43227",309900,"USD","Impressively updated four bedroom and two full bath home in Barnett Heights! Incredible outdoor entertaining space with huge covered barbeque area. Separate out-building perfect for a studio or office. Welcoming covered front porch and entry that opens to living room and kitchen area. Kitchen features granite countertops, stainless appliances, plenty of cabinetry and flows into the dining room. Hard to find fully renovated home with beautiful upgrades!","[""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m186526466s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3475876734s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1474422605s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3381933035s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2152346190s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3573330232s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2791199839s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m823323291s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1054317545s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m154135937s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1799657424s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1202764555s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m656237227s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m786119932s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2995430413s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1818218058s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2191700064s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3465985379s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m38994920s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3503949853s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1273749881s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1182625778s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1124326166s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2663061297s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2882732996s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3029436336s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3957332095s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3477878164s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m4044761670s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2966786424s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m691950844s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1894282413s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3171772834s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3545526814s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3715246091s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1797045727s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m4197670961s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m1680426056s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m3527274600s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m2888093127s-w960_h720.jpg"",""https://ap.rdcpix.com/dbef6d79ce7f5c60d823ea3393de0755l-m512650459s-w960_h720.jpg""]",4,2,"single_family","1786 sqft","6534 sqft","[""Bedrooms: 4"",""Bedrooms On Main Level: 2"",""Total Bathrooms: 2"",""Full Bathrooms: 2"",""Dining Room"",""Living Room"",""1st Floor Laundry""]","1107 Olney Dr, Columbus, OH 43227","USA","Ohio","Columbus","{""agency"":""Cam***ylo***o. *********lto***"",""agency_url"":null,""name"":""Seth J******i"",""phone_number"":""800***699***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/10621-NW-38th-St_Yukon_OK_73099_M74514-85427","7451485427","10621 NW 38th St, Yukon, OK 73099",,"USD",,,4,2,"single_family","2076 sqft","7150 sqft","[""Total bath(s): 2"",""Total full bath(s): 2"",""Total bedroom(s): 4"",""Total rooms: 8""]","10621 NW 38th St, Yukon, OK 73099","USA","Oklahoma","Yukon","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/5722-Larch-St_Lake-Charles_LA_70605_M79192-89145?lang=en","7919289145","5722 Larch St, Lake Charles, LA 70605",59500,"USD","Beautiful, cleared lot located in Barbe Country Estates Pt 5 subdivision This property is awaiting your dream home! Located in Flood Zone X. Won't last long! Call us today! All measurements M/L.","[""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b1306892507s-w960_h720.jpg"",""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b1306892507s-w960_h720.jpg"",""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b324859772s-w960_h720.jpg"",""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b2892869305s-w960_h720.jpg"",""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b3807353476s-w960_h720.jpg"",""https://ap.rdcpix.com/ed80cd617659f11575ba440faded572al-b46864101s-w960_h720.jpg""]",,,"land",,"16117 sqft",[],"5722 Larch St, Lake Charles, LA 70605","USA","Louisiana","Lake Charles","{""agency"":""CEN***Y 2***ess*********in"",""agency_url"":null,""name"":""Kristen D*****e"",""phone_number"":""337***218***""}",,"Land for sale"
"https://www.realtor.com/realestateandhomes-detail/236-Capel-Dr_Thomasville_NC_27360_M63988-92685","6398892685","236 Capel Dr, Thomasville, NC 27360",,"USD",,,3,2,"single_family","980 sqft","45738 sqft","[""Total bath(s): 2"",""Total full bath(s): 2"",""Total bedroom(s): 3""]","236 Capel Dr, Thomasville, NC 27360","USA","North Carolina","Thomasville","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
